last_season,current_club_id,country_of_citizenship,sub_position,foot,height_in_cm,agent_name,current_club_domestic_competition_id,highest_market_value_in_eur,valor_real,edad,contrato_restante,convocado,tempo_2018_titu,tempo_2019_titu,tempo_2020_titu,tempo_2021_titu,tempo_2022_titu,tempo_2023_titu,tempo_2024_titu,capitanias,temporada_2018_g,temporada_2019_g,temporada_2020_g,temporada_2021_g,temporada_2022_g,temporada_2023_g,temporada_2024_g,goles,asistencias,cambios,amarillas,club_id,stadium_seats,temporada_2018_a,temporada_2019_a,temporada_2020_a,temporada_2021_a,temporada_2022_a,temporada_2023_a,temporada_2024_a,jerarquia_rondas_CL,jerarquia_rondas_EL,jugador_ofensivo,efectividad
2018,130,Italy,Goalkeeper,left,182.0,,IT1,300000.0,186286.4478272491,31.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,130,22352,,,,,,,,,,0,
2023,167,Japan,Left Winger,both,177.0,Yu Matoji,L1,5000000.0,1621435.1312107607,26.0,3.0,69.0,1.0,1.0,3.0,28.0,16.0,0.0,0.0,,0.0,0.0,2.0,7.0,4.0,0.0,0.0,13.0,4.0,29.0,,167,30660,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,1,0.2463768115942029
2024,46,Iran,Centre-Forward,right,185.0,,IT1,20000000.0,5109248.703479019,31.0,3.0,170.0,0.0,8.0,25.0,45.0,35.0,20.0,0.0,,0.0,7.0,17.0,24.0,31.0,19.0,4.0,102.0,65.0,92.0,,46,75923,0.0,4.0,8.0,20.0,20.0,6.0,7.0,,,1,0.9823529411764705
2024,2036,Germany,Right Winger,right,178.0,M&M sportsManagement,L1,,1532774.6110437056,27.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,2.0,5.0,6.0,9.0,,2036,15000,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,,1,2.2
2021,1237,England,Centre-Back,left,185.0,10Ten Football,GB1,4000000.0,4205885.00917526,24.0,4.0,9.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,1237,31876,,,,,,,,,,0,
2023,2687,Spain,Central Midfield,right,176.0,Adrián del Nido,ES1,5000000.0,1621435.1312107607,25.0,3.0,118.0,0.0,8.0,24.0,9.0,22.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,45.0,2.0,2687,21094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0,0.025423728813559324
2020,1421,Austria,Centre-Back,both,183.0,ROGON,FR1,4000000.0,601963.9160527745,20.0,3.0,60.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1421,20519,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0,0.03333333333333333
2024,167,Germany,Centre-Forward,right,188.0,CAA Stellar,L1,14000000.0,5109248.703479019,25.0,1.0,74.0,0.0,0.0,6.0,14.0,12.0,10.0,0.0,,0.0,0.0,4.0,6.0,6.0,6.0,1.0,23.0,10.0,24.0,1.0,167,30660,0.0,0.0,2.0,3.0,4.0,0.0,1.0,,,1,0.44594594594594594
2024,290,Japan,Centre-Forward,right,180.0,R4SE,FR1,,1839329.533252447,28.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,12.0,,290,18541,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1,0.13157894736842105
2024,430,Italy,Defensive Midfield,left,183.0,LUCA DE SIMONE,IT1,15000000.0,10218497.406958038,26.0,2.0,188.0,36.0,33.0,9.0,28.0,20.0,15.0,4.0,8.0,2.0,5.0,0.0,4.0,2.0,3.0,6.0,22.0,17.0,50.0,3.0,430,43147,0.0,2.0,2.0,2.0,2.0,6.0,3.0,,,0,0.2074468085106383
2022,826,Norway,Defensive Midfield,right,178.0,Aneke/PMG ,FR1,,5276369.2868811665,24.0,5.0,38.0,0.0,0.0,3.0,8.0,7.0,0.0,0.0,8.0,0.0,0.0,1.0,4.0,0.0,3.0,3.0,11.0,11.0,2.0,,826,38223,0.0,0.0,1.0,3.0,2.0,3.0,2.0,,,0,0.5789473684210527
2024,1244,Spain,Centre-Back,right,189.0,Roalza,ES1,1800000.0,1532774.6110437056,31.0,1.0,10.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,,1.0,2.0,1244,12454,,,,,,,,,,0,
2018,1237,Slovenia,Centre-Forward,right,183.0,AR Sport Management,GB1,3000000.0,3477347.0261086496,19.0,6.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,3.0,,1237,31876,,,,,,,,,,1,
2022,89,Germany,Goalkeeper,right,192.0,Soccertalk GmbH,L1,1500000.0,1172526.5081958147,22.0,2.0,96.0,0.0,2.0,1.0,4.0,6.0,2.0,0.0,,,,,,,,,,,,,89,22012,,,,,,,,,,0,
2019,405,England,Left Winger,right,180.0,,GB1,2000000.0,977023.4540904671,20.0,4.0,14.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,,1.0,1.0,0.0,5.0,2.0,0.0,0.0,9.0,1.0,9.0,,405,42918,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,0.7142857142857143
2020,4083,Venezuela,Defensive Midfield,right,184.0,Stars Sport,IT1,800000.0,240785.56642110983,24.0,,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4083,16640,,,,,,,,,,0,
2024,749,Nigeria,Right-Back,right,187.0,,IT1,2500000.0,1532774.6110437056,28.0,1.0,107.0,11.0,0.0,15.0,28.0,8.0,18.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,6.0,18.0,,749,19847,0.0,0.0,1.0,0.0,1.0,4.0,0.0,,,0,0.08411214953271028
2023,276,Italy,Centre-Back,right,192.0,TMP SOCCER srl ,IT1,5000000.0,3242870.2624215214,27.0,2.0,169.0,12.0,10.0,6.0,16.0,6.0,17.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,20.0,1.0,276,39211,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0,0.03550295857988166
2023,1390,Brazil,Left-Back,right,188.0,,IT1,1600000.0,1080956.7541405072,28.0,2.0,14.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,10.0,,1390,16365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0,0.2857142857142857
2021,65,Germany,Central Midfield,right,183.0,ROOF,L1,1800000.0,1802522.146789397,22.0,4.0,52.0,0.0,1.0,0.0,8.0,17.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,20.0,,65,16626,0.0,0.0,2.0,3.0,0.0,0.0,0.0,,,0,0.11538461538461539
2024,367,Uruguay,Left-Back,left,172.0,,ES1,6000000.0,1532774.6110437056,32.0,2.0,121.0,0.0,0.0,16.0,33.0,34.0,21.0,9.0,15.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,12.0,20.0,1.0,367,14708,0.0,0.0,1.0,3.0,5.0,2.0,1.0,,,0,0.12396694214876033
2024,2919,Greece,Left Midfield,left,186.0,SPORTS CONNECTION,IT1,5000000.0,3576474.0924353134,27.0,2.0,201.0,24.0,22.0,16.0,16.0,29.0,8.0,1.0,,5.0,0.0,0.0,1.0,1.0,0.0,3.0,10.0,22.0,39.0,4.0,2919,17102,1.0,3.0,2.0,1.0,6.0,5.0,4.0,,,0,0.15920398009950248
2020,1533,Spain,Centre-Back,left,191.0,Footfeel ISM  ,ES1,,1805891.7481583236,26.0,3.0,52.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,3.0,1.0,1533,8164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0,
2024,1047,Italy,Centre-Forward,right,178.0,,IT1,,1021849.7406958038,29.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,1047,13602,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1,0.6666666666666666
2020,331,Spain,Right-Back,right,175.0,,ES1,,180589.17481583238,20.0,,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,331,23576,,,,,,,,,,0,
2020,366,Spain,Right Winger,left,177.0,CAA Stellar,ES1,250000.0,240785.56642110983,21.0,4.0,20.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,,366,27618,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1,0.3
2018,1110,Egypt,Left Winger,right,183.0,,GB1,7000000.0,3725728.956544982,20.0,7.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,2.0,,1110,24500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,
2021,40,Brazil,Defensive Midfield,right,173.0,GR2,FR1,8000000.0,5407566.440368191,26.0,5.0,120.0,20.0,38.0,23.0,16.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,12.0,4.0,40,42115,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,0,0.06666666666666667
2022,2239,Italy,Centre-Back,right,187.0,Romano Eleven SAS,IT1,,1641537.1114741405,25.0,1.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,1.0,,,2239,16003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,
2021,800,Ecuador,Left Winger,right,182.0,,IT1,1500000.0,240336.28623858627,23.0,,,,,,,,,,,,,,,,,,,,,,800,24950,,,,,,,,,,1,
2018,506,Italy,Centre-Back,right,184.0,Romano Eleven SAS,IT1,,186286.4478272491,21.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,506,41507,,,,,,,,,,0,
2024,252,Italy,Goalkeeper,right,185.0,,IT1,400000.0,102184.97406958038,26.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,252,34901,,,,,,,,,,0,
2024,2919,Congo,Centre-Forward,right,191.0,BY Sport Consulting,IT1,2500000.0,2043699.4813916076,27.0,2.0,60.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,7.0,,2919,17102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1,0.15
2022,46,Brazil,Left-Back,left,181.0,,IT1,12000000.0,1172526.5081958147,28.0,,157.0,6.0,22.0,21.0,14.0,16.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,20.0,,46,75923,1.0,5.0,5.0,1.0,3.0,0.0,0.0,,,0,0.10191082802547771
2018,714,Spain,Central Midfield,right,176.0,BY AND FOR,ES1,500000.0,496763.86087266426,20.0,5.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,714,40500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0.13333333333333333
2022,2239,Italy,Right-Back,right,191.0,TMP SOCCER srl ,IT1,4000000.0,1524284.460654559,24.0,3.0,182.0,3.0,20.0,16.0,12.0,7.0,5.0,0.0,,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,14.0,23.0,4.0,2239,16003,0.0,5.0,3.0,4.0,1.0,0.0,1.0,,,0,0.09340659340659341
2023,252,Chile,Central Midfield,right,176.0,Impacto Deportivo,IT1,3100000.0,1621435.1312107607,26.0,1.0,54.0,0.0,0.0,0.0,3.0,9.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,16.0,,252,34901,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0,0.05555555555555555
2020,984,England,Centre-Forward,right,183.0,CAA Stellar,GB1,10000000.0,5417675.244474971,22.0,6.0,52.0,1.0,9.0,12.0,2.0,1.0,1.0,0.0,,0.0,4.0,1.0,0.0,0.0,1.0,0.0,6.0,4.0,11.0,,984,26850,0.0,1.0,0.0,0.0,1.0,2.0,0.0,,,1,0.19230769230769232
2023,350,England,Central Midfield,right,180.0,,GB1,18000000.0,5404783.770702536,24.0,3.0,188.0,16.0,15.0,17.0,16.0,5.0,1.0,2.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,21.0,1.0,350,32702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0,0.026595744680851064
2019,16,Germany,Central Midfield,right,180.0,KL Sportsbase,L1,,854895.5223291587,21.0,,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,2.0,1.0,,16,81365,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0,1.1666666666666667
2019,405,England,Centre-Forward,right,173.0,,GB1,1000000.0,244255.86352261677,20.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,,405,42918,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1,0.3333333333333333
2018,38,Germany,Centre-Forward,right,191.0,Oleg Chelemei,L1,,1241909.6521816605,20.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,,38,54600,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1,0.3333333333333333
2019,31,England,Central Midfield,right,175.0,Wasserman,GB1,,1343407.2493743922,20.0,5.0,15.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,1.0,31,61276,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,0,0.4666666666666667
2024,82,Germany,Centre-Forward,right,185.0,Sports360 GmbH,L1,18000000.0,3065549.222087411,25.0,1.0,110.0,0.0,2.0,16.0,29.0,20.0,0.0,0.0,,0.0,0.0,10.0,12.0,6.0,1.0,1.0,30.0,7.0,30.0,,82,28917,0.0,0.0,0.0,4.0,3.0,0.0,0.0,,,1,0.33636363636363636
2024,167,England,Centre-Back,right,190.0,CAA Base Ltd,L1,12000000.0,510924.8703479019,25.0,1.0,115.0,4.0,9.0,2.0,27.0,17.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,7.0,,167,30660,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,0,0.05217391304347826
2020,984,England,Left Midfield,right,178.0,,GB1,1500000.0,421374.7412369422,21.0,4.0,25.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,,,,,,,,,,4.0,2.0,,984,26850,0.0,0.0,2.0,0.0,1.0,1.0,0.0,,,0,
2019,1003,England,Centre-Back,right,185.0,,GB1,150000.0,152659.91470163548,20.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,1003,32259,,,,,,,,,,0,
2023,1031,Zimbabwe,Centre-Forward,right,183.0,SBM,GB1,400000.0,297263.1073886395,24.0,,7.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,,1031,11850,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,0.2857142857142857
2024,39,"Korea, South",Attacking Midfield,left,180.0,Unique Sports Group,L1,4000000.0,2554624.3517395095,31.0,2.0,84.0,1.0,2.0,1.0,16.0,20.0,14.0,5.0,,0.0,1.0,2.0,2.0,4.0,7.0,9.0,25.0,16.0,72.0,,39,33305,1.0,1.0,0.0,2.0,2.0,3.0,7.0,,,1,0.4880952380952381
2021,1158,France,Right-Back,right,185.0,,FR1,300000.0,300420.3577982328,34.0,,68.0,0.0,0.0,3.0,20.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,,8.0,,1158,16787,,,,,,,,,,0,
2022,667,France,Left Midfield,left,181.0,,FR1,2000000.0,469010.60327832587,33.0,3.0,180.0,24.0,22.0,11.0,22.0,23.0,9.0,0.0,41.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,8.0,14.0,41.0,1.0,667,26109,1.0,5.0,2.0,5.0,1.0,0.0,0.0,,,0,0.12222222222222222
2024,2919,Portugal,Right-Back,right,185.0,,IT1,2300000.0,1839329.533252447,25.0,1.0,132.0,12.0,8.0,13.0,18.0,11.0,7.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,38.0,3.0,2919,17102,0.0,0.0,1.0,4.0,0.0,3.0,2.0,,,0,0.08333333333333333
2018,1416,Niger,Centre-Forward,right,179.0,,FR1,300000.0,310477.41304541513,23.0,,2.0,,,,,,,,,,,,,,,,,,,,1416,12999,,,,,,,,,,1,
2023,1390,Uruguay,Central Midfield,right,172.0,Oscar Bentancourt,IT1,26000000.0,5404783.770702536,27.0,4.0,104.0,0.0,13.0,30.0,37.0,2.0,0.0,8.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,12.0,23.0,,1390,16365,0.0,3.0,2.0,4.0,0.0,1.0,2.0,,,0,0.17307692307692307
2022,273,Cameroon,Left Winger,right,182.0,AMS CONSULTING,FR1,18000000.0,5862632.540979073,29.0,2.0,206.0,25.0,29.0,23.0,38.0,26.0,16.0,0.0,,17.0,15.0,11.0,16.0,11.0,5.0,0.0,75.0,32.0,81.0,,273,29778,7.0,6.0,6.0,6.0,5.0,2.0,0.0,,,1,0.5194174757281553
2023,15,Netherlands,Right-Back,right,185.0,CAA Base Ltd,L1,7000000.0,864765.4033124057,25.0,,116.0,15.0,3.0,4.0,6.0,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,7.0,1.0,15,30210,,,,,,,,,,0,
2024,273,Netherlands,Defensive Midfield,right,173.0,ER Sport Agency,FR1,13000000.0,10218497.406958038,25.0,4.0,141.0,1.0,33.0,20.0,25.0,26.0,19.0,4.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,34.0,,273,29778,0.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0,0.05673758865248227
2020,180,England,Attacking Midfield,right,168.0,,GB1,,240785.56642110983,23.0,,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,2.0,,180,32384,,,,,,,,,,1,
2024,244,Netherlands,Goalkeeper,right,190.0,GFM,FR1,3000000.0,2554624.3517395095,25.0,3.0,150.0,0.0,0.0,1.0,1.0,16.0,21.0,9.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,,,,244,67394,,,,,,,,,,0,
2023,16795,Albania,Left Winger,right,178.0,BFM,ES1,10000000.0,8647654.033124058,27.0,3.0,51.0,4.0,0.0,8.0,12.0,9.0,0.0,7.0,,1.0,0.0,4.0,6.0,1.0,5.0,6.0,23.0,6.0,30.0,1.0,16795,19336,0.0,0.0,0.0,4.0,1.0,0.0,1.0,,,1,0.5686274509803921
2023,39,Morocco,Attacking Midfield,right,189.0,,L1,3500000.0,1080956.7541405072,24.0,2.0,131.0,1.0,6.0,5.0,8.0,1.0,4.0,1.0,,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,6.0,22.0,1.0,39,33305,1.0,0.0,3.0,0.0,0.0,2.0,0.0,,,1,0.07633587786259542
2018,12,Italy,Attacking Midfield,right,175.0,MM-Management,IT1,,279429.67174087366,20.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,,,12,70634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1,
2024,533,Mali,Defensive Midfield,right,177.0,,L1,20000000.0,1021849.7406958038,27.0,1.0,159.0,16.0,8.0,24.0,32.0,14.0,7.0,0.0,,1.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,6.0,40.0,,533,30150,0.0,0.0,2.0,3.0,0.0,1.0,0.0,,,0,0.06918238993710692
2023,940,United States,Central Midfield,right,177.0,Field Management,ES1,3500000.0,3242870.2624215214,24.0,3.0,118.0,0.0,0.0,8.0,37.0,15.0,17.0,8.0,,0.0,0.0,0.0,1.0,2.0,0.0,3.0,6.0,14.0,36.0,,940,24870,0.0,0.0,1.0,3.0,1.0,5.0,4.0,,,0,0.1694915254237288
2018,416,Italy,Goalkeeper,right,190.0,,IT1,300000.0,186286.4478272491,19.0,6.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,416,28177,,,,,,,,,,0,
2019,19,Italy,Right-Back,right,183.0,TMP SOCCER srl ,IT1,800000.0,152659.91470163548,20.0,,25.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,3.0,,19,19550,,,,,,,,,,0,
2018,12,Italy,Central Midfield,right,176.0,MM-Management,IT1,200000.0,155238.70652270757,19.0,5.0,,,,,,,,,,,,,,,,,,,,,12,70634,,,,,,,,,,0,
2018,8970,Italy,Left Winger,right,177.0,,IT1,200000.0,93143.22391362455,19.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,8970,16227,,,,,,,,,,1,
2018,800,Italy,Centre-Forward,left,180.0,Football Service,IT1,2500000.0,310477.41304541513,19.0,5.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,,800,24950,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1,0.2962962962962963
2020,12,Italy,Right Winger,both,178.0,Gea World,IT1,,2648641.230632208,20.0,4.0,49.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,,12,70634,2.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1,0.12244897959183673
2018,800,Italy,Left Winger,right,183.0,YOU FIRST,IT1,1500000.0,248381.93043633213,18.0,5.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,800,24950,,,,,,,,,,1,
2018,749,Italy,Centre-Back,right,191.0,,IT1,,1738673.5130543248,19.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,2.0,,749,19847,,,,,,,,,,0,
2018,430,Italy,Centre-Forward,left,187.0,,IT1,700000.0,683050.3086999133,18.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,,430,43147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1,0.75
2023,252,Italy,Central Midfield,right,186.0,GR Sports,IT1,2000000.0,1297148.1049686086,23.0,2.0,116.0,0.0,0.0,0.0,6.0,13.0,5.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,20.0,,252,34901,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0,0.04310344827586207
2018,6195,Italy,Goalkeeper,right,185.0,,IT1,50000.0,12419.096521816606,18.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,6195,54726,,,,,,,,,,0,
2019,5,Italy,Central Midfield,right,180.0,Goodjohn Srl,IT1,,427447.76116457937,19.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,5,75923,,,,,,,,,,0,
2018,252,Italy,Right-Back,right,185.0,Gr Sports,IT1,500000.0,155238.70652270757,18.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,252,34901,,,,,,,,,,0,
2019,410,Croatia,Central Midfield,right,180.0,Stars & Friends,IT1,3500000.0,610639.6588065419,21.0,4.0,55.0,9.0,11.0,3.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,,410,25144,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0.07272727272727272
2021,1421,Mali,Left Winger,right,173.0,BTFM,FR1,2500000.0,2163026.5761472764,26.0,4.0,93.0,14.0,18.0,10.0,7.0,0.0,0.0,0.0,,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,21.0,2.0,1421,20519,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,1,0.0967741935483871
2021,631,England,Centre-Back,left,188.0,,GB1,3500000.0,1802522.146789397,23.0,5.0,44.0,19.0,15.0,3.0,1.0,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,,631,41631,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.06818181818181818
2023,80,Germany,Attacking Midfield,both,175.0,LITCHI AG,L1,1500000.0,1297148.1049686086,24.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,1.0,2.0,,80,26000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1,
2024,237,Slovakia,Goalkeeper,right,197.0,Stars & Friends,ES1,,6131098.444174822,26.0,2.0,75.0,2.0,14.0,1.0,2.0,1.0,3.0,3.0,,,,,,,,,,1.0,,1.0,237,26020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,
2018,38,Croatia,Left Winger,left,172.0,,L1,750000.0,31047.741304541516,19.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,38,54600,,,,,,,,,,1,
2024,1025,Croatia,Defensive Midfield,right,184.0,,IT1,9000000.0,5109248.703479019,25.0,3.0,131.0,0.0,9.0,10.0,29.0,21.0,12.0,0.0,,0.0,0.0,2.0,3.0,0.0,3.0,0.0,8.0,11.0,40.0,1.0,1025,36462,0.0,0.0,0.0,3.0,2.0,5.0,1.0,,,0,0.1450381679389313
2022,80,,Goalkeeper,right,194.0,,L1,900000.0,469010.60327832587,23.0,3.0,23.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,80,26000,,,,,,,,,,0,
2021,252,Croatia,Goalkeeper,right,194.0,,IT1,2300000.0,1442017.7174315176,22.0,4.0,84.0,1.0,8.0,0.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,252,34901,,,,,,,,,,0,
2021,27,Germany,Goalkeeper,right,192.0,ROOF,L1,,841177.0018350519,21.0,3.0,27.0,,,,,,,,,,,,,,,,,,,,27,75000,,,,,,,,,,0,
2023,1390,Croatia,Central Midfield,right,180.0,LIAN Sports Group,IT1,15000000.0,1405243.7803826593,27.0,1.0,125.0,6.0,19.0,30.0,0.0,2.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,25.0,1.0,1390,16365,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0,0.056
2019,89,Germany,Central Midfield,left,182.0,ROOF,L1,450000.0,396915.7782242522,19.0,5.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,,89,22012,,,,,,,,,,0,
2018,79,Poland,Attacking Midfield,right,180.0,Sports360 GmbH,L1,400000.0,372572.8956544982,18.0,7.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,,79,60449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1,
