last_season,current_club_id,country_of_citizenship,sub_position,foot,height_in_cm,agent_name,current_club_domestic_competition_id,highest_market_value_in_eur,valor_real,edad,contrato_restante,convocado,tempo_2018_titu,tempo_2019_titu,tempo_2020_titu,tempo_2021_titu,tempo_2022_titu,tempo_2023_titu,tempo_2024_titu,capitanias,temporada_2018_g,temporada_2019_g,temporada_2020_g,temporada_2021_g,temporada_2022_g,temporada_2023_g,temporada_2024_g,goles,asistencias,cambios,amarillas,club_id,stadium_seats,temporada_2018_a,temporada_2019_a,temporada_2020_a,temporada_2021_a,temporada_2022_a,temporada_2023_a,temporada_2024_a,jerarquia_rondas_CL,jerarquia_rondas_EL,jugador_ofensivo,efectividad
2020,1533,Spain,Right Winger,right,183.0,,ES1,10000000.0,963142.2656844393,33.0,3.0,107.0,10.0,16.0,18.0,8.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,7.0,9.0,32.0,,1533,8164,3.0,0.0,4.0,2.0,0.0,0.0,0.0,,,1,0.14953271028037382
2020,2687,Spain,Centre-Back,right,196.0,JV SPORTS SL,ES1,1000000.0,481571.13284221967,30.0,3.0,79.0,4.0,16.0,4.0,7.0,1.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,2687,21094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0.06329113924050633
2020,366,Spain,Centre-Back,right,184.0,YOU FIRST,ES1,2500000.0,963142.2656844393,31.0,4.0,78.0,10.0,37.0,15.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,,366,27618,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0641025641025641
2022,533,Bosnia-Herzegovina,Centre-Back,right,185.0,,L1,4000000.0,469010.60327832587,31.0,1.0,108.0,22.0,16.0,9.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,10.0,1.0,533,30150,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0.08333333333333333
2022,366,Spain,Goalkeeper,right,189.0,,ES1,12000000.0,820768.5557370703,32.0,2.0,243.0,33.0,31.0,35.0,25.0,10.0,6.0,0.0,2.0,,,,,,,,,,,,366,27618,,,,,,,,,,0,
2023,1390,Italy,Attacking Midfield,right,177.0,Kael Grimaldi,IT1,3000000.0,432382.70165620284,34.0,,39.0,2.0,10.0,19.0,0.0,1.0,0.0,0.0,30.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,14.0,4.0,12.0,,1390,16365,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,1,0.46153846153846156
2024,82,Austria,Goalkeeper,both,194.0,,L1,800000.0,306554.92220874113,36.0,1.0,208.0,1.0,21.0,3.0,4.0,4.0,1.0,2.0,,,,,,,,,,,,1.0,82,28917,,,,,,,,,,0,
2023,1148,Denmark,Centre-Back,right,189.0,,GB1,5000000.0,1080956.7541405072,32.0,2.0,168.0,37.0,21.0,20.0,13.0,10.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,11.0,5.0,11.0,,1148,17250,2.0,0.0,1.0,0.0,0.0,0.0,2.0,,,0,0.09523809523809523
2018,398,Italy,Attacking Midfield,left,180.0,TMP SOCCER srl ,IT1,3000000.0,186286.4478272491,29.0,5.0,13.0,,,,,,,,,,,,,,,,,,,,398,70634,,,,,,,,,,1,
2020,873,Ireland,Goalkeeper,right,188.0,,GB1,1500000.0,361178.34963166475,31.0,,13.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,873,25486,,,,,,,,,,0,
2021,1038,Italy,Second Striker,right,164.0,Andrea Cattoli,IT1,21000000.0,600840.7155964656,33.0,,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,1038,36348,,,,,,,,,,1,
2022,533,Germany,Centre-Back,left,193.0,Soccertalk GmbH,L1,8000000.0,820768.5557370703,32.0,,74.0,17.0,18.0,16.0,0.0,6.0,0.0,0.0,28.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,7.0,8.0,,533,30150,3.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0,0.16216216216216217
2019,621,Spain,Defensive Midfield,right,187.0,RMD Sport Manager,ES1,12000000.0,854895.5223291587,29.0,,83.0,18.0,13.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,621,53289,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.07228915662650602
2023,350,England,Centre-Back,right,190.0,OmniSports,GB1,3000000.0,324287.02624215215,34.0,,87.0,2.0,20.0,37.0,18.0,1.0,4.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,23.0,,350,32702,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0,0.034482758620689655
2020,10,Germany,Centre-Forward,right,186.0,Robert Schneider,L1,2500000.0,90294.58740791619,31.0,3.0,40.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,,10,26515,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,1,0.15
2024,148,England,Goalkeeper,right,201.0,CAA Stellar,GB1,15000000.0,1226219.6888349645,35.0,1.0,198.0,0.0,24.0,14.0,15.0,21.0,17.0,0.0,,,,,,,,,,,,1.0,148,62850,,,,,,,,,,0,
2024,931,Brazil,Left Winger,right,175.0,Sports Invest UK ltd,GB1,50000000.0,1021849.7406958038,35.0,1.0,213.0,37.0,38.0,30.0,8.0,8.0,18.0,6.0,3.0,10.0,9.0,6.0,1.0,1.0,8.0,1.0,36.0,42.0,50.0,1.0,931,29589,9.0,13.0,7.0,4.0,1.0,6.0,2.0,,,1,0.36619718309859156
2018,416,Brazil,Centre-Back,left,183.0,,IT1,2000000.0,124190.96521816606,31.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,416,28177,,,,,,,,,,0,
2021,40,Brazil,Centre-Back,right,191.0,,FR1,9000000.0,961345.1449543451,33.0,3.0,152.0,43.0,31.0,29.0,20.0,11.0,0.0,0.0,12.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,10.0,2.0,6.0,3.0,40,42115,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.07894736842105263
2023,1132,England,Centre-Forward,right,185.0,Beswicks Sports Ltd,GB1,13000000.0,1080956.7541405072,33.0,2.0,135.0,17.0,6.0,23.0,10.0,12.0,1.0,0.0,,7.0,3.0,7.0,3.0,3.0,2.0,0.0,25.0,9.0,28.0,1.0,1132,21994,1.0,0.0,2.0,4.0,1.0,1.0,0.0,,,1,0.2518518518518518
2022,33,Germany,Attacking Midfield,right,183.0,11WINS,L1,4000000.0,879394.881146861,31.0,2.0,102.0,2.0,14.0,11.0,8.0,11.0,6.0,0.0,,2.0,2.0,4.0,0.0,5.0,2.0,0.0,15.0,14.0,25.0,,33,62271,3.0,1.0,3.0,4.0,3.0,0.0,0.0,,,1,0.28431372549019607
2019,167,Germany,Goalkeeper,right,196.0,,L1,3000000.0,122127.93176130838,28.0,,23.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,167,30660,,,,,,,,,,0,
2024,23826,Slovenia,Central Midfield,right,178.0,,L1,22000000.0,3065549.222087411,33.0,2.0,228.0,39.0,16.0,24.0,36.0,33.0,8.0,3.0,7.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,9.0,23.0,86.0,1.0,23826,47069,10.0,1.0,3.0,4.0,0.0,5.0,0.0,,,0,0.14035087719298245
2021,89,Germany,Left-Back,left,185.0,Sports360 GmbH,L1,7000000.0,360504.4293578794,31.0,,151.0,17.0,38.0,31.0,11.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,10.0,,89,22012,4.0,9.0,3.0,2.0,3.0,0.0,0.0,,,0,0.1456953642384106
2022,410,Germany,Central Midfield,right,180.0,Foot & Ball,IT1,7500000.0,1641537.1114741405,31.0,3.0,192.0,23.0,9.0,15.0,26.0,18.0,6.0,0.0,,1.0,0.0,1.0,3.0,1.0,0.0,0.0,6.0,6.0,73.0,1.0,410,25144,2.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0,0.0625
2024,281,Germany,Central Midfield,right,180.0,ROOF,GB1,50000000.0,7152948.184870627,33.0,1.0,300.0,29.0,41.0,28.0,41.0,33.0,27.0,12.0,62.0,9.0,6.0,5.0,17.0,8.0,11.0,5.0,61.0,46.0,57.0,4.0,281,55097,5.0,7.0,2.0,8.0,4.0,11.0,9.0,,,0,0.3566666666666667
2018,42,Germany,Left-Back,left,178.0,CAA Stellar,L1,4500000.0,186286.4478272491,27.0,5.0,46.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,2.0,,42,49000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,
2018,167,Brazil,Left Winger,left,185.0,,L1,5000000.0,93143.22391362455,29.0,,32.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,,167,30660,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0.3125
2023,16795,Spain,Goalkeeper,right,195.0,,ES1,1500000.0,216191.35082810142,34.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,16795,19336,,,,,,,,,,0,
2023,621,Spain,Attacking Midfield,right,169.0,Jesus Medina Martin,ES1,22000000.0,5404783.770702536,30.0,,211.0,10.0,28.0,31.0,34.0,32.0,13.0,0.0,134.0,7.0,7.0,4.0,5.0,4.0,2.0,3.0,32.0,35.0,87.0,3.0,621,53289,2.0,4.0,3.0,13.0,9.0,4.0,0.0,,,1,0.3175355450236967
2018,621,Spain,Right Winger,right,179.0,,ES1,11000000.0,1862864.478272491,30.0,,54.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,21.0,,621,53289,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1,0.14814814814814814
2023,350,Scotland,Central Midfield,left,169.0,,GB1,8000000.0,972861.0787264565,31.0,,75.0,1.0,17.0,20.0,25.0,1.0,1.0,0.0,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,,350,32702,0.0,1.0,1.0,3.0,0.0,0.0,0.0,,,0,0.13333333333333333
2023,940,Argentina,Goalkeeper,right,188.0,Livesoccer ,ES1,9000000.0,864765.4033124057,34.0,2.0,149.0,0.0,21.0,36.0,28.0,16.0,5.0,0.0,,,,,,,,,,1.0,,2.0,940,24870,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0,
2022,410,,Centre-Forward,left,182.0,Universal Twenty Two,IT1,5000000.0,469010.60327832587,31.0,,140.0,2.0,7.0,11.0,3.0,2.0,5.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,9.0,6.0,14.0,1.0,410,25144,0.0,1.0,0.0,2.0,2.0,1.0,0.0,,,1,0.10714285714285714
2018,79,Germany,Centre-Back,left,190.0,HB Family Office,L1,22000000.0,186286.4478272491,28.0,,41.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,79,60449,,,,,,,,,,0,
2023,105,Germany,Left-Back,left,172.0,,L1,1000000.0,540478.3770702536,32.0,2.0,19.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,14.0,,,,,,,,,5.0,10.0,,105,17810,0.0,2.0,1.0,0.0,0.0,2.0,0.0,,,0,
2018,1003,Argentina,Centre-Forward,right,188.0,CAPITAL GROUP SM,GB1,8500000.0,248381.93043633213,31.0,,20.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,1003,32259,,,,,,,,,,1,
2024,46,Italy,Right-Back,right,183.0,TMP SOCCER srl ,IT1,15000000.0,4087398.962783215,34.0,2.0,229.0,8.0,15.0,27.0,25.0,19.0,30.0,9.0,,0.0,0.0,2.0,4.0,1.0,2.0,4.0,13.0,16.0,61.0,,46,75923,1.0,1.0,3.0,3.0,4.0,1.0,3.0,,,0,0.12663755458515283
2021,1390,Uruguay,Centre-Back,right,187.0,,IT1,40000000.0,360504.4293578794,34.0,2.0,157.0,37.0,32.0,25.0,31.0,0.0,0.0,0.0,40.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,6.0,10.0,,1390,16365,1.0,3.0,0.0,2.0,0.0,0.0,0.0,,,0,0.09554140127388536
2021,1390,Uruguay,Centre-Back,right,180.0,,IT1,10000000.0,300420.3577982328,33.0,2.0,162.0,16.0,20.0,27.0,25.0,9.0,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,6.0,3.0,18.0,3.0,1390,16365,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0,0.05555555555555555
2021,380,Argentina,Left Winger,right,179.0,GG11 ,IT1,20000000.0,600840.7155964656,32.0,,94.0,11.0,10.0,10.0,0.0,1.0,0.0,0.0,2.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,17.0,10.0,15.0,,380,29739,3.0,3.0,4.0,0.0,0.0,0.0,0.0,,,1,0.2872340425531915
2023,380,Italy,Goalkeeper,left,190.0,Tecasport,IT1,800000.0,162143.51312107607,32.0,2.0,64.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,380,29739,,,,,,,,,,0,
2024,533,Germany,Goalkeeper,right,187.0,CN Sports,L1,10000000.0,3065549.222087411,33.0,2.0,209.0,39.0,35.0,32.0,38.0,35.0,20.0,9.0,117.0,,,,,,,,,3.0,,,533,30150,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0,
2024,60,Germany,Defensive Midfield,right,181.0,,L1,4500000.0,715294.8184870627,33.0,,192.0,21.0,24.0,29.0,34.0,40.0,22.0,11.0,,1.0,1.0,0.0,3.0,2.0,2.0,0.0,9.0,17.0,15.0,,60,34700,1.0,0.0,2.0,3.0,8.0,1.0,2.0,,,0,0.13541666666666666
2018,42,Germany,Right-Back,right,175.0,Unique Sports Group,L1,4000000.0,217334.1891317906,27.0,,45.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,1.0,7.0,1.0,42,49000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,
2018,1110,Germany,Left-Back,left,173.0,Unique Sports Group,GB1,2000000.0,186286.4478272491,28.0,6.0,51.0,21.0,10.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,,1110,24500,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,,0,0.09803921568627451
2022,1531,Argentina,Attacking Midfield,right,187.0,Dodici,ES1,30000000.0,469010.60327832587,32.0,,131.0,12.0,12.0,1.0,5.0,3.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,20.0,,1531,31388,6.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1,0.0916030534351145
2022,5,Romania,Goalkeeper,right,198.0,,IT1,5000000.0,469010.60327832587,35.0,,226.0,35.0,11.0,5.0,11.0,12.0,11.0,0.0,,,,,,,,,,1.0,,,5,75923,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0,
2024,269,Germany,Central Midfield,left,176.0,ROOF,L1,11000000.0,510924.8703479019,33.0,1.0,16.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,12.0,,269,15034,1.0,0.0,0.0,1.0,0.0,0.0,2.0,,,0,0.625
2020,3,Germany,Defensive Midfield,right,182.0,B360 Sports,L1,6000000.0,300981.95802638726,30.0,3.0,62.0,18.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,8.0,,3,50000,,,,,,,,,,0,
2024,46,Armenia,Central Midfield,both,177.0,Rafaela Pimenta,IT1,37000000.0,4087398.962783215,34.0,2.0,240.0,27.0,19.0,30.0,41.0,25.0,28.0,13.0,,7.0,5.0,14.0,9.0,5.0,5.0,1.0,46.0,58.0,86.0,3.0,46,75923,9.0,5.0,13.0,10.0,5.0,6.0,10.0,,,0,0.43333333333333335
2023,703,Ireland,Central Midfield,left,177.0,,GB1,7000000.0,432382.70165620284,33.0,,40.0,18.0,8.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,,703,30404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0.05
2024,2919,Italy,Centre-Back,right,180.0,,IT1,13000000.0,817479.792556643,35.0,1.0,255.0,33.0,29.0,20.0,8.0,10.0,9.0,2.0,6.0,2.0,2.0,7.0,1.0,1.0,1.0,0.0,14.0,10.0,27.0,2.0,2919,17102,3.0,4.0,0.0,0.0,1.0,2.0,0.0,,,0,0.09411764705882353
2020,4171,Italy,Centre-Forward,right,169.0,,IT1,8000000.0,180589.17481583238,32.0,3.0,88.0,13.0,0.0,3.0,9.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,5.0,9.0,1.0,4171,16867,0.0,1.0,3.0,1.0,0.0,0.0,0.0,,,1,0.125
2021,416,Argentina,Left-Back,both,181.0,Pedro Aldave Ortuzar,IT1,12000000.0,480672.57247717254,34.0,2.0,151.0,20.0,33.0,14.0,21.0,3.0,0.0,0.0,4.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,10.0,22.0,22.0,1.0,416,28177,2.0,7.0,2.0,10.0,0.0,1.0,0.0,,,0,0.2119205298013245
2021,1531,Argentina,Left Winger,left,163.0,Universal Twenty Two,ES1,9000000.0,480672.57247717254,31.0,3.0,86.0,11.0,4.0,0.0,7.0,2.0,0.0,0.0,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,21.0,2.0,1531,31388,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1,0.11627906976744186
2018,1050,Spain,Defensive Midfield,right,182.0,,ES1,7500000.0,248381.93043633213,34.0,,39.0,13.0,5.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,1.0,11.0,1.0,1050,23500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,
2019,667,France,Defensive Midfield,right,181.0,,FR1,600000.0,305319.82940327097,31.0,4.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,,667,26109,,,,,,,,,,0,
2018,1390,Italy,Central Midfield,right,177.0,,IT1,4500000.0,403620.6369590397,33.0,,61.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,6.0,1.0,1390,16365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,
2020,4171,Italy,Defensive Midfield,right,177.0,MM-Management,IT1,1600000.0,421374.7412369422,32.0,,84.0,25.0,4.0,12.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,11.0,,4171,16867,5.0,2.0,0.0,1.0,0.0,0.0,0.0,,,0,0.10714285714285714
2020,5358,Portugal,Left-Back,left,171.0,,ES1,2500000.0,240785.56642110983,34.0,,43.0,18.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,4.0,,5358,9128,,,,,,,,,,0,
2021,1158,France,Defensive Midfield,right,175.0,USM GROUP ,FR1,6000000.0,240336.28623858627,33.0,,57.0,0.0,0.0,10.0,24.0,3.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30.0,,1158,16787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0,0.03508771929824561
2020,4083,Italy,Right Winger,right,180.0,,IT1,900000.0,180589.17481583238,30.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,2.0,,4083,16640,,,,,,,,,,1,
2023,347,Algeria,Goalkeeper,right,184.0,SAS ASSIST & GOAL,FR1,3000000.0,540478.3770702536,34.0,2.0,119.0,15.0,18.0,25.0,35.0,4.0,0.0,8.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,347,28786,,,,,,,,,,0,
2018,855,France,Centre-Back,right,183.0,,FR1,2500000.0,248381.93043633213,34.0,,55.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,855,18120,,,,,,,,,,0,
2021,410,France,Centre-Back,right,190.0,BSM,IT1,3500000.0,240336.28623858627,33.0,2.0,151.0,22.0,21.0,17.0,5.0,2.0,0.0,0.0,,3.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,,6.0,,410,25144,,,,,,,,,,0,
2018,749,Georgia,Centre-Forward,left,192.0,Glory Group Ltd.,IT1,1500000.0,186286.4478272491,27.0,,22.0,,,,,,,,,,,,,,,,,1.0,,,749,19847,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1,
2022,533,Germany,Defensive Midfield,right,180.0,,L1,15000000.0,1172526.5081958147,31.0,,201.0,20.0,29.0,31.0,24.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,17.0,36.0,1.0,533,30150,4.0,4.0,4.0,2.0,3.0,0.0,0.0,,,0,0.11442786069651742
2024,23826,Hungary,Goalkeeper,right,193.0,,L1,13000000.0,2554624.3517395095,33.0,2.0,225.0,43.0,42.0,41.0,48.0,37.0,0.0,8.0,70.0,,,,,,,,,2.0,,,23826,47069,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,
2020,350,England,Defensive Midfield,right,188.0,RMG,GB1,16000000.0,421374.7412369422,28.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,350,32702,,,,,,,,,,0,
2018,4,Germany,Central Midfield,right,188.0,Marcus Marin,L1,3500000.0,310477.41304541513,27.0,7.0,38.0,15.0,20.0,0.0,1.0,0.0,0.0,0.0,35.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,,4,50000,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0.18421052631578946
2023,667,France,Goalkeeper,right,188.0,,FR1,950000.0,162143.51312107607,33.0,2.0,151.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,,,,,,,,,,,,,667,26109,,,,,,,,,,0,
2018,1160,Algeria,Left-Back,left,175.0,,FR1,1300000.0,310477.41304541513,35.0,,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,1.0,,1160,8033,,,,,,,,,,0,
2023,347,Cote d'Ivoire,Centre-Back,right,184.0,AMS CONSULTING,FR1,1500000.0,270239.1885351268,36.0,2.0,153.0,32.0,30.0,25.0,35.0,18.0,0.0,4.0,136.0,5.0,0.0,3.0,3.0,1.0,1.0,1.0,14.0,6.0,3.0,1.0,347,28786,0.0,2.0,3.0,0.0,1.0,0.0,0.0,,,0,0.13071895424836602
2023,430,Italy,Central Midfield,right,180.0,Team Raiola,IT1,24000000.0,3242870.2624215214,33.0,2.0,196.0,34.0,6.0,19.0,38.0,23.0,12.0,6.0,4.0,8.0,2.0,2.0,5.0,5.0,10.0,2.0,34.0,30.0,95.0,,430,43147,2.0,0.0,7.0,8.0,4.0,7.0,2.0,,,0,0.32653061224489793
2020,130,Italy,Goalkeeper,right,188.0,TMP SOCCER srl ,IT1,1500000.0,300981.95802638726,28.0,5.0,83.0,1.0,1.0,6.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,130,22352,,,,,,,,,,0,
2018,2969,Congo,Left-Back,left,178.0,Athletics Advisors,FR1,1000000.0,186286.4478272491,29.0,,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2969,16098,,,,,,,,,,0,
2018,1421,France,Goalkeeper,right,187.0,,FR1,2000000.0,620954.8260908303,29.0,,25.0,,,,,,,,,,,,,,,,,,,,1421,20519,,,,,,,,,,0,
2022,1041,France,Centre-Back,right,184.0,score agencies,FR1,5500000.0,586263.2540979073,33.0,2.0,191.0,37.0,41.0,31.0,22.0,11.0,1.0,0.0,75.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,13.0,4.0,7.0,4.0,1041,59186,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0,0.08900523560209424
2020,1160,France,Defensive Midfield,right,188.0,,FR1,3000000.0,300981.95802638726,31.0,4.0,78.0,15.0,20.0,15.0,10.0,0.0,0.0,0.0,,2.0,3.0,2.0,1.0,0.0,0.0,0.0,8.0,4.0,12.0,1.0,1160,8033,1.0,0.0,1.0,2.0,0.0,0.0,0.0,,,0,0.15384615384615385
2021,347,Cameroon,Centre-Back,right,184.0,Wasserman,FR1,7500000.0,300420.3577982328,31.0,,104.0,28.0,31.0,30.0,3.0,8.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,,5.0,1.0,347,28786,,,,,,,,,,0,
2020,667,Cote d'Ivoire,Centre-Back,right,188.0,,FR1,7000000.0,180589.17481583238,30.0,,82.0,11.0,30.0,10.0,7.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,667,26109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.04878048780487805
2021,1420,France,Centre-Back,right,193.0,Sport Profile,FR1,3500000.0,480672.57247717254,32.0,4.0,148.0,21.0,34.0,22.0,38.0,11.0,0.0,0.0,5.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,12.0,2.0,5.0,2.0,1420,19350,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0945945945945946
2019,1041,France,Centre-Back,right,184.0,Anthem Sports,FR1,9000000.0,305319.82940327097,29.0,,2.0,,,,,,,,,,,,,,,,,,,,1041,59186,,,,,,,,,,0,
2022,1147,Comoros,Right-Back,right,169.0,,FR1,500000.0,234505.30163916294,33.0,2.0,42.0,7.0,0.0,0.0,0.0,10.0,17.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,,1147,10446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.09523809523809523
2024,13,Spain,Centre-Back,right,178.0,,ES1,40000000.0,1839329.533252447,34.0,1.0,279.0,44.0,52.0,32.0,46.0,30.0,9.0,0.0,195.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,11.0,23.0,27.0,3.0,13,70460,3.0,7.0,6.0,5.0,0.0,1.0,1.0,,,0,0.12186379928315412
2020,5358,Spain,Goalkeeper,right,185.0,Bahía Internacional,ES1,5000000.0,722356.6992633295,33.0,3.0,136.0,7.0,16.0,17.0,6.0,0.0,0.0,0.0,,,,,,,,,,1.0,,1.0,5358,9128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0,
2018,1162,Haiti,Centre-Back,right,182.0,PRO PLAYERS ASSOCIES,FR1,2000000.0,1241909.6521816605,30.0,,28.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.0,,1162,20500,,,,,,,,,,0,
